Id,SalePrice
1461,124990.35551091612
1462,154722.77525488348
1463,183325.78876713812
1464,196584.28159830844
1465,192704.10833616543
1466,170831.3202197419
1467,181406.48708600533
1468,166544.48285307753
1469,186470.16491895143
1470,122725.36785958862
1471,193731.85031332186
1472,98258.5443899677
1473,100882.2557330491
1474,151603.62698574335
1475,117306.52496821279
1476,367346.6803722483
1477,249116.79820191493
1478,297637.86305969284
1479,254630.45710440716
1480,495584.44209032523
1481,328401.09310961235
1482,212441.63967109556
1483,168459.23286922474
1484,165629.1688411457
1485,172797.26438989962
1486,195767.24554348056
1487,341818.9955043061
1488,229946.38180154146
1489,205636.1035088397
1490,226626.3241264585
1491,187723.15611314488
1492,92705.88720109964
1493,189799.85247173323
1494,292343.276639868
1495,288629.0790981917
1496,231819.04675398904
1497,175811.4583579278
1498,163094.0729392443
1499,158583.5410101299
1500,154693.5677740138
1501,177684.52241833473
1502,146676.63807700094
1503,295935.38629480306
1504,244008.4896367536
1505,229505.70944907525
1506,186836.43127608614
1507,247945.54199859503
1508,197437.22483761946
1509,163715.31353500605
1510,142819.88139619783
1511,143289.83228283213
1512,166623.67420828328
1513,134885.10929669478
1514,149451.96896030675
1515,193305.06356107557
1516,157399.8234348288
1517,161676.81282778416
1518,132671.60576158814
1519,217621.2558368168
1520,134999.54818387164
1521,132546.53670615176
1522,171894.05565289874
1523,109710.17506326067
1524,118826.80459475158
1525,121940.97109032921
1526,109333.94041698167
1527,100444.28484112101
1528,144677.0566071434
1529,148330.7805186471
1530,182856.7229472689
1531,101465.38843735514
1532,105056.61839262384
1533,146121.81688395728
1534,120622.78061038179
1535,149769.10154151192
1536,111481.43754127552
1537,66208.51525199477
1538,155293.58437599664
1539,191425.34501805695
1540,83851.06602549538
1541,145361.86617563711
1542,141781.80078695845
1543,210980.3551044428
1544,90468.05111396562
1545,107629.08944230132
1546,135349.0288248815
1547,143077.6138404375
1548,139618.58422590123
1549,119469.09179104348
1550,137765.39405893683
1551,114573.3357873308
1552,137675.841889724
1553,149330.23464763555
1554,107491.22978795043
1555,164202.42766589124
1556,88279.17328363538
1557,93202.91809355054
1558,96715.15320934092
1559,84831.36581572535
1560,130382.24921819588
1561,127748.9900960602
1562,123758.0276446347
1563,118805.60183147051
1564,147085.60888536813
1565,143777.81380668658
1566,234919.0781085046
1567,72078.31805022144
1568,219677.8463684497
1569,123459.33198514818
1570,136779.88178034237
1571,120095.78127526683
1572,142743.3794953407
1573,225304.62786288303
1574,107361.25256582924
1575,216511.70269790452
1576,240087.6106695239
1577,196235.4917991938
1578,140133.27752046424
1579,148169.3112297239
1580,199484.1678648521
1581,157377.6672226955
1582,128527.57958473644
1583,315091.56362881203
1584,224265.4019726021
1585,143593.30983111195
1586,75307.90981207357
1587,94147.41793152332
1588,149620.36261629025
1589,100101.9042335772
1590,127261.47224208862
1591,91997.23228817339
1592,119891.77654338698
1593,125698.41143217844
1594,134387.5270376663
1595,108371.56674509366
1596,232899.83594775107
1597,186804.39895075338
1598,208580.7147876758
1599,173020.60079252184
1600,173722.44260975957
1601,59102.59337900521
1602,107383.03484292325
1603,81416.4275073835
1604,276814.3693696497
1605,240866.0182307602
1606,165230.24896515993
1607,162664.37133301276
1608,206500.75825190078
1609,191063.1476322605
1610,147124.80251214717
1611,136205.94158030857
1612,163205.22971286287
1613,163794.0469240639
1614,123859.17000711108
1615,85567.93056357237
1616,70400.09554457248
1617,92325.15980929096
1618,125959.65448588105
1619,139436.25912732948
1620,161071.14255366076
1621,137120.9805914796
1622,142613.40463785123
1623,268480.9736269765
1624,201371.57784400904
1625,121469.47836548534
1626,166634.17305304756
1627,188723.8031222652
1628,279354.1684810315
1629,180118.40805148662
1630,350885.72633924795
1631,227676.26740596772
1632,241000.04263011104
1633,166162.86096909625
1634,187404.3049358827
1635,177405.13345890256
1636,157523.8588837196
1637,196655.28029479223
1638,189149.68119458592
1639,182247.1582299016
1640,253497.53660088615
1641,175458.73056471688
1642,237306.6284729142
1643,227769.09908431149
1644,234154.45080563318
1645,200582.48328717568
1646,164317.90505402206
1647,154841.43250322572
1648,132710.50506178016
1649,144451.9317258937
1650,113473.85695359316
1651,123412.90965929345
1652,97255.67498345688
1653,99028.23774801515
1654,150213.26391274077
1655,143926.65723844108
1656,144173.53096486084
1657,150078.7264753571
1658,144860.68041892923
1659,124831.08211259462
1660,153489.77335111308
1661,458112.12508141145
1662,415591.2093091442
1663,386384.1287149453
1664,377846.4908565971
1665,316543.2678030975
1666,316595.36123817094
1667,340811.7196275591
1668,331387.08314367704
1669,306237.41912740056
1670,349313.4505006239
1671,258245.44289772937
1672,445149.29371863074
1673,293986.1376344551
1674,252443.60364727688
1675,188068.93375772564
1676,192646.87659674705
1677,222886.23605798223
1678,447015.0413948722
1679,377602.2065827952
1680,332697.78740908176
1681,246992.3011354273
1682,298484.0262132098
1683,173065.58736187444
1684,174246.9526884903
1685,170849.05238853852
1686,171019.24020451753
1687,162748.76879388336
1688,188201.7430012026
1689,194130.59842668375
1690,194304.74098777334
1691,185578.01748730388
1692,267885.04135802196
1693,163851.96931780342
1694,185209.21011433614
1695,164244.30857967515
1696,271186.63747297344
1697,169510.77403260482
1698,360748.862483399
1699,315249.954793374
1700,241209.30984933279
1701,267598.3430593509
1702,247762.82446564536
1703,259622.9684117116
1704,287368.36466963065
1705,239270.09845952492
1706,440530.4883877977
1707,214995.08342366264
1708,201764.96220189848
1709,271495.889690566
1710,224616.85299396914
1711,267472.51467528875
1712,250100.82179457523
1713,275490.635725472
1714,219434.10648979314
1715,212909.17915267177
1716,182478.83838316015
1717,175445.08543835327
1718,129916.13696193302
1719,192678.95058431092
1720,242959.3710816356
1721,167443.82643407254
1722,124235.20641185106
1723,157117.06162724053
1724,203503.47235950988
1725,233874.0163615789
1726,184052.25466713577
1727,149912.46949965117
1728,186901.9049432793
1729,168618.85376235654
1730,157190.9235272319
1731,119632.03575926666
1732,131399.81198929442
1733,114367.04866262882
1734,115696.58965563372
1735,141537.68908599467
1736,118187.2522536433
1737,347503.1903535498
1738,232499.21926779326
1739,271805.31180604926
1740,215279.03724301528
1741,184359.70866748487
1742,173435.85893238624
1743,181997.67539774987
1744,314443.2961458153
1745,224778.67018003442
1746,185097.24400148424
1747,215877.01176769976
1748,232887.10932282495
1749,149022.2636367145
1750,125155.49492489583
1751,243994.30446331328
1752,118862.2819995196
1753,141841.42043606384
1754,190239.01807160935
1755,165117.40218466098
1756,131120.3008061469
1757,121373.11092841961
1758,145145.28790678893
1759,164379.04656378142
1760,162194.55725095942
1761,135655.16663677245
1762,175507.17764686944
1763,170001.3273062445
1764,110011.4313337563
1765,129755.77971776715
1766,175767.66640365997
1767,209071.1041484553
1768,143595.54336670254
1769,179721.9746028811
1770,150012.86330497562
1771,126228.04483774546
1772,131491.25229726927
1773,134506.61266598414
1774,127287.42688632796
1775,138553.79439223412
1776,121413.90812154226
1777,109063.91130307617
1778,137756.9655417298
1779,113437.89083224899
1780,185728.89543483526
1781,123699.22721536072
1782,90145.30361252784
1783,132822.04578702335
1784,99179.35630371523
1785,118012.78166398557
1786,143007.43529647094
1787,161502.69113518854
1788,56746.780346827996
1789,100338.47681520032
1790,68176.85074521317
1791,185202.1828818831
1792,161062.6289623831
1793,131092.8420982627
1794,154972.89736138977
1795,130030.43045345148
1796,119873.96576980205
1797,124409.87381658533
1798,123184.64302497056
1799,113131.65536917702
1800,129348.1162976982
1801,130926.18203871317
1802,135787.36655947007
1803,140649.53056734052
1804,144780.86473200284
1805,134210.12692445985
1806,117983.75197767103
1807,127541.96502850874
1808,119901.21481604772
1809,114676.55459340075
1810,144023.33689674488
1811,93025.60179951301
1812,96795.9727183631
1813,121622.181065178
1814,95083.89821604968
1815,52607.57392519069
1816,100509.0119354726
1817,101047.51887511802
1818,137114.34570346127
1819,118797.3167364126
1820,61799.77444041692
1821,108184.79697278436
1822,145363.92614878697
1823,50868.3714982511
1824,137184.41236230126
1825,134281.98587380318
1826,101560.4811096522
1827,98031.72101079024
1828,135921.3897886262
1829,120651.6921447176
1830,143787.62497259447
1831,144764.17145233246
1832,82873.46231933615
1833,135312.16534975768
1834,120209.6798204431
1835,131382.06906965823
1836,119863.75600462013
1837,85943.570538909
1838,125320.77527473356
1839,91647.34463929074
1840,163962.75114691418
1841,146396.7946696147
1842,83307.33359092487
1843,128886.18134437993
1844,134445.9704874783
1845,133441.63533197434
1846,151827.69608438096
1847,160378.28471702497
1848,55638.250956142394
1849,113949.52675458993
1850,112657.29080630817
1851,149304.58872262877
1852,121138.28966689802
1853,124481.8388456578
1854,168861.74651737022
1855,134451.4705795216
1856,216349.87688898647
1857,153534.97110392142
1858,137824.94460090634
1859,119061.54496461112
1860,150796.42635260828
1861,117782.32146976152
1862,324385.041698319
1863,317039.4520335198
1864,318262.9605164558
1865,334627.2795629173
1866,336065.91373185214
1867,231126.55831604102
1868,287982.48687170615
1869,204779.2772111468
1870,228190.41488477172
1871,253735.14106231934
1872,171376.57679165498
1873,223072.2409718338
1874,146749.22522008634
1875,203555.1991634218
1876,199309.64958428234
1877,208247.074461333
1878,198100.74368314282
1879,125690.99862303534
1880,136744.2576057208
1881,229827.54075816664
1882,244689.0381856705
1883,188927.79673178578
1884,205158.97906307268
1885,250626.69154016406
1886,293534.1254064361
1887,206527.51245236193
1888,277546.39713457745
1889,156545.99150744296
1890,121750.81664568817
1891,139206.0230841356
1892,98241.79537262692
1893,125970.56082827474
1894,123835.07429428671
1895,137167.58207393222
1896,120987.46288825254
1897,110707.18196706353
1898,108938.33490818302
1899,155080.56844732328
1900,150121.71329526545
1901,172826.70962257253
1902,143247.05544704793
1903,225691.61781334522
1904,150127.99456098033
1905,196463.05823444427
1906,159629.41156392897
1907,199068.88346374614
1908,114303.50381065703
1909,140408.9938708806
1910,121673.26312611885
1911,220946.18056701345
1912,334121.54910135927
1913,150461.61142831348
1914,72102.38180770597
1915,313324.60164515395
1916,57568.27685203632
1917,252147.50300597528
1918,142228.83143868504
1919,175048.71982712395
1920,138097.2377178243
1921,403647.82952623634
1922,308638.22725927224
1923,217150.38269107928
1924,227999.80869683612
1925,186698.32670289552
1926,383868.2300969215
1927,130334.22191993409
1928,143263.4596247606
1929,125067.35285989426
1930,128886.91068957852
1931,141046.8328871705
1932,138651.89679176197
1933,180650.2135466293
1934,182952.12887963202
1935,171425.35082183752
1936,192056.71222190934
1937,181254.6886824723
1938,167192.66774292607
1939,250837.82880657553
1940,185824.8776105033
1941,170188.35759372232
1942,183042.11573400878
1943,211590.65755546634
1944,381088.65324607055
1945,381386.9616760778
1946,145017.76217738015
1947,344234.75250994053
1948,173377.73624418405
1949,238613.9745856881
1950,186113.61791824002
1951,230939.8398943014
1952,198802.3938233211
1953,167645.5716207366
1954,187236.78331765006
1955,135270.08454039472
1956,306359.2447825535
1957,151007.64374545688
1958,312803.86423954164
1959,140745.5289184951
1960,113984.56130195405
1961,120882.48600442341
1962,96257.63328342984
1963,102541.80407553987
1964,114050.35725690056
1965,147702.67040500994
1966,135397.3671640875
1967,280343.29979474255
1968,444912.445780928
1969,392811.1322331422
1970,439396.4347343839
1971,480313.0547108183
1972,390299.35794373945
1973,264008.4979359685
1974,326619.45422667835
1975,378940.3753499157
1976,275724.01213596365
1977,359787.64788462315
1978,380310.3061596703
1979,324097.99609711504
1980,199442.96248699282
1981,343420.9858427266
1982,229006.51060829114
1983,212810.62572554013
1984,165623.80285755268
1985,227881.978709571
1986,216280.31587639806
1987,182708.73903932306
1988,173579.89733778883
1989,191651.8123623736
1990,219606.4037056445
1991,243299.74675470102
1992,217227.14163983264
1993,173071.53135003327
1994,239423.03213323065
1995,185691.36882930005
1996,248603.3322106425
1997,314348.9023277102
1998,326398.9938778927
1999,261776.23212853252
2000,314825.15988260147
2001,265373.8171703198
2002,254604.08324356817
2003,260346.06615127734
2004,277608.9008053687
2005,230812.6082216486
2006,229577.78551007644
2007,250840.68213359106
2008,218928.0483731208
2009,190003.20644067015
2010,191734.32990229313
2011,140855.49779044086
2012,175913.76863343085
2013,180988.83389213073
2014,183271.7812838738
2015,195212.62843651616
2016,191998.12953220235
2017,195760.3427013566
2018,121787.01549654102
2019,137140.8038589441
2020,113062.06234436521
2021,105730.86109108788
2022,180324.8952608038
2023,138417.6199285163
2024,257943.00945372792
2025,359825.1753743354
2026,172999.2839426773
2027,156836.03297566355
2028,148398.23691032038
2029,172253.5131540943
2030,269181.47512539267
2031,237723.73321559385
2032,258901.02832548207
2033,255220.85928776252
2034,161999.8504393419
2035,224134.45494672612
2036,192950.3850630922
2037,194703.87920907684
2038,288556.7462065182
2039,219777.11661115717
2040,261798.88144418722
2041,286444.10486582224
2042,206904.68573680246
